"title","description","access","location","date.formatted","geo_data.latitude","geo_data.longitude","media_key","album_id","album_url"
"Man Has Travelled Nearly 3 Million Miles In His Vintage Volvo","","public","","Jun 23, 2013, 10:06:37 AM UTC","0.0","0.0","","",""
