"title","description","access","location","date.formatted","geo_data.latitude","geo_data.longitude","media_key","album_id","album_url"
"Nokia concept phone - Lumia 999","","public","","Aug 31, 2013, 4:13:16 AM UTC","0.0","0.0","","",""
