"title","description","access","location","date.formatted","geo_data.latitude","geo_data.longitude","media_key","album_id","album_url"
"Mercedes Benz: Left Brain Right Brain - Music, Paint and Passion","","public","","Feb 11, 2015, 9:19:46 PM UTC","0.0","0.0","","",""
