"title","description","access","location","date.formatted","geo_data.latitude","geo_data.longitude","media_key","album_id","album_url"
"iOS 5 vs. iOS 6","","public","","Sep 24, 2012, 12:25:53 PM UTC","0.0","0.0","","",""
