"title","description","access","location","date.formatted","geo_data.latitude","geo_data.longitude","media_key","album_id","album_url"
"The Ark concept, designed by Remistudio","","public","","Oct 2, 2012, 12:07:34 PM UTC","0.0","0.0","","",""
