"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"article-1318268-0B62A9CE000005DC-447_306x479.jpg","","https://lh3.googleusercontent.com/-Qm3Uih76IgA/T8rIsAt3ZaI/AAAAAAAADFg/lI0HqeFaNFMaRLE_apQurUXz7N1XXHZCwCLABGAYYCw/s0-d/article-1318268-0B62A9CE000005DC-447_306x479.jpg","","127","Jun 3, 2012, 2:15:12 AM UTC","Aug 18, 2016, 11:16:59 PM UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
