"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"article-2023160-0D52B4A600000578-80_964x594.jpg","","https://lh3.googleusercontent.com/-v_NuJu_XOXM/T8rIiEmdZsI/AAAAAAAADEg/EoaA-uTsCLwJYUl3zmLUg6_KFxo2hpCOwCLABGAYYCw/s0-d/article-2023160-0D52B4A600000578-80_964x594.jpg","","331","Jun 3, 2012, 2:14:32 AM UTC","Aug 18, 2016, 11:16:59 PM UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
