"title","description","access","location","date.formatted","geo_data.latitude","geo_data.longitude","media_key","album_id","album_url"
"Ricky Qian's solo trip to Tibet","","public","","Mar 28, 2014, 1:06:16 PM UTC","0.0","0.0","","",""
